COMB Title,NumberOfConsoles,GCN,XBX,PS2,Brand,License,Publisher,Developer,NPD Super Genre,NPD Sub Genre,Launch,Launch Year,Launch Month,ESRB,Online,Review,AvgReleaseYearPrice,PriorSaleBrand (M),TotalPriorSalesBrand (M),ConcurrentReleaseBrand,ConcurrentReleaseGenre,PriorReleaseBrand,PriorReleaseGenre,FirstYearUnits,FirstYearSales (M),FirstYearRatio,LTD ASP,LTD Units,LTD Dollars (M),Vivendi,Peer group,Violent genre
ONIMUSHA 3: DEMON,1,0,0,1,ONIMUSHA,,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,01-Apr-04,2004,4,M,NO,85.80000305,43.00,13.93,36.01,1,8,2,15,209859,8.94,89.48%,36.00,280349,9.99,No,No,Non violent
ONIMUSHA BLADE WAR,1,0,0,1,ONIMUSHA,,CAPCOM USA,CAPCOM,FIGHTING,FIGHT/HEAD TO HEAD,01-Mar-04,2004,3,T,NO,64.30000305,36.00,13.93,36.01,1,17,2,26,36259,1.31,91.05%,33.00,42931,1.44,No,No,Violent
ONIMUSHA WARLORDS,1,0,0,1,ONIMUSHA,,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,01-Mar-01,2001,3,M,NO,83.30000305,47.00,0.00,0.00,0,4,0,0,504647,22.08,79.39%,35.00,786228,27.81,No,No,Non violent
ORPHEN,1,0,0,1,,,ACTIVISION,KADOKAWA,RPG,RPG,01-Oct-00,2000,10,T,NO,57.29999924,49.00,0.00,0.00,0,3,0,0,84727,3.17,80.94%,32.00,123386,3.92,No,No,Non violent
OTOGI 2: IMMORTAL,1,0,1,0,OTOGI,,SEGA OF AMERICA,FROMSOFTWARE,ACTION,GENERAL ACTION,01-Oct-04,2004,10,T,NO,80.19999695,40.00,0.00,0.00,0,21,0,58,16990,0.67,66.16%,36.00,27967,1.02,No,No,Violent
OTOGI: MYTH OF DEMONS,1,0,1,0,,,SEGA OF AMERICA,FROMSOFTWARE,ACTION,GENERAL ACTION,01-Aug-03,2003,8,T,NO,81.09999847,40.00,0.00,0.00,0,33,0,24,54260,2.11,93.68%,38.00,59349,2.25,No,No,Violent
OUTLAW GOLF,4,1,3,0,BUNDLE,,VIVENDI UNIVERSAL ,HYPNOTIX,OTHER GAMES,GOLF,01-Jun-02,2002,6,T,NO,72.44999695,36.25,0.00,0.00,2,6,0,0,230237,7.68,89.15%,22.75,297706,8.61,Vivendi,Yes,Non violent
OUTLAW GOLF 2,2,0,1,1,OUTLAW GOLF,,TAKE 2 INTERACTIVE ,HYPNOTIX,SPORTS,GOLF,01-Oct-04,2004,10,M,YES,70.84999847,20.00,6.33,6.52,0,3,2,12,110572,2.22,49.71%,20.00,223816,4.47,No,No,Non violent
OUTLAW VOLLEYBALL,1,0,1,0,,,VIVENDI UNIVERSAL ,HYPNOTIX,SPORTS,MULTIPLE/OTHER SPORTS,01-Jul-03,2003,7,M,YES,78,42.00,0.00,0.00,0,2,0,2,84844,2.29,77.68%,20.00,144904,2.95,Vivendi,Yes,Non violent
OUTRUN 2,1,0,1,0,OUT RUN,,MICROSOFT ,SUMO DIGITAL,RACING,ACTION ORIENTED RACING,01-Oct-04,2004,10,E,YES,79.40000153,39.00,0.00,0.00,0,14,0,36,31732,1.23,61.55%,29.00,69456,2.00,No,No,Non violent
P.N. 03,1,1,0,0,,,CAPCOM USA,CAPCOM PRODUCTION STUDIO 4,ACTION,GENERAL ACTION,01-Sep-03,2003,9,T,NO,64.19999695,36.00,0.00,0.00,0,20,0,18,40118,1.13,87.74%,26.00,49044,1.29,No,No,Violent
P.T.O. IV,1,0,0,1,P.T.O.,,KOEI,KOEI,STRATEGY,OTHER STRATEGY,01-Feb-03,2003,2,E,NO,64.30000305,50.00,0.00,0.00,0,2,0,5,27992,1.41,96.65%,50.00,29146,1.46,No,No,Non violent
PAC-MAN FEVER,2,1,0,1,PACMAN,,NAMCO,MASS MEDIA,FAMILY ,PARTY GAMES,01-Sep-02,2002,9,E,NO,54.44999886,30.00,0.00,0.00,2,3,0,1,173697,4.70,63.17%,23.00,326975,7.45,No,No,Non violent
PAC-MAN PLAYER'S BND,1,1,0,0,PACMAN,,NAMCO,NAMCO,ACTION,PLATFORM/SCROLLING CHARACTER,01-Dec-03,2003,12,E,NO,80.30000305,19.00,4.51,6.24,0,17,2,17,330276,6.37,92.31%,19.00,358291,6.91,No,No,Violent
PAC-MAN WORLD 2,3,1,1,1,PACMAN,,NAMCO,NAMCO,ACTION,PLATFORM/SCROLLING CHARACTER,01-Feb-02,2002,2,E,NO,69.80000051,39.67,0.00,0.00,2,39,0,12,502259,16.45,46.77%,23.67,1512582,35.18,No,No,Violent
PANZER DRAGOON ORTA,1,0,1,0,PANZER DRAGOON,,SEGA OF AMERICA,SMILEBIT,ACTION,GENERAL ACTION,01-Jan-03,2003,1,T,NO,90.09999847,44.00,0.00,0.00,0,33,0,24,114519,5.04,94.71%,41.00,129199,5.33,No,No,Violent
PAPER MARIO: THOUSAND,1,1,0,0,MARIO BROTHERS,SUPER MARIO BROTHERS,NINTENDO OF AMERICA,INTELLIGENT SYSTEMS,RPG,RPG,01-Oct-04,2004,10,E,NO,87.80000305,47.00,87.05,279.86,2,12,6,12,548023,25.93,84.71%,47.00,649084,30.61,No,No,Non violent
PARAPPA THE RAPPER 2,1,0,0,1,PARAPPA THE RAPPER,,SONY ,NANAON-SHA,FAMILY ,MUSIC/DANCE GAMES,01-Jan-02,2002,1,E,NO,66.90000153,35.00,0.00,0.00,0,4,0,3,41298,1.43,83.51%,31.00,55686,1.71,No,Yes,Non violent
PARIS DAKAR RALLY,1,0,0,1,,,ACCLAIM  ,BROADSWORD INTERACTIVE,RACING,ACTION ORIENTED RACING,01-Sep-01,2001,9,E,NO,45.40000153,45.00,0.00,0.00,0,23,0,4,43630,1.39,79.58%,29.00,59696,1.75,No,No,Non violent
PHANTASY STAR I & II,2,1,1,0,PHANTASY STAR,,MICROSOFT ,SONIC TEAM,RPG,RPG,01-Oct-02,2002,4,T,YES,83.65000153,43.00,0.00,0.00,0,12,0,5,224876,10.15,85.09%,40.00,275753,11.93,No,No,Non violent
PHANTASY STAR PLUS,1,1,0,0,PHANTASY STAR,,SEGA OF AMERICA,SONIC TEAM,RPG,RPG,01-Sep-04,2004,9,T,YES,,30.00,7.91,7.91,1,12,1,12,26067,0.77,75.38%,30.00,34694,1.02,No,No,Non violent
PHANTASY STAR: CARD,1,1,0,0,PHANTASY STAR,,SEGA OF AMERICA,SONIC TEAM,FAMILY ,CARD GAMES,01-Mar-04,2004,3,T,YES,74.30000305,47.00,7.91,7.91,1,0,1,1,35213,1.67,89.88%,42.00,43963,1.86,No,No,Non violent
PHANTOM BRAVE,2,0,0,2,,,ATLUS,NIPPON ICHI SOFTWARE,RPG,RPG,01-Sep-04,2004,9,T,NO,81.5,47.00,0.00,0.00,0,40,0,88,42606,2.02,74.41%,38.00,70904,2.71,No,No,Non violent
PHANTOM CRASH,1,0,1,0,,,ENCORE,GENKI,SHOOTER,MECHANIZED SHOOTER,01-Nov-02,2002,11,T,NO,73.90000153,39.00,0.00,0.00,0,5,0,1,17408,0.56,83.69%,29.00,23096,0.66,No,No,Violent
PIGLET'S BIG GAME,2,1,0,1,,WINNIE THE POOH,TAKE 2 INTERACTIVE ,DOKI DENKI,CHILDREN'S ,CHILDREN'S GAMES,01-Mar-03,2003,3,E,NO,67.95000076,23.50,0.00,0.00,0,10,0,10,64740,1.52,93.81%,22.50,71008,1.62,No,No,Non violent
PIKMIN,1,1,0,0,PIKMIN,,NINTENDO OF AMERICA,NINTENDO COMPANY,STRATEGY,REAL-TIME STRATEGY,01-Dec-01,2001,12,E,NO,86,50.00,0.00,0.00,0,0,0,0,455524,22.40,81.94%,40.00,678382,27.34,No,No,Non violent
PIKMIN 2,1,1,0,0,PIKMIN,,NINTENDO OF AMERICA,NINTENDO COMPANY,STRATEGY,REAL-TIME STRATEGY,01-Sep-04,2004,9,E,NO,89.19999695,49.00,22.40,22.40,0,1,1,2,247258,12.01,87.96%,49.00,281052,13.66,No,No,Non violent
PINBALL HALL OF FAME,2,0,1,1,,,CRAVE ,FARSIGHT STUDIOS,ARCADE,PINBALL,01-Nov-04,2004,11,E,NO,68.04999924,16.00,0.00,0.00,0,1,0,0,48637,0.68,47.59%,15.00,102659,1.43,No,No,Non violent
PIRATES OF THE CARIBBEAN,1,0,1,0,,OTHER,BETHESDA SOFTWORKS,AKELLA,RPG,RPG,01-Jun-03,2003,6,T,NO,68.19999695,44.00,0.00,0.00,0,8,0,5,116384,4.32,80.99%,32.00,167154,5.33,No,No,Non violent
PIRATES: BLACK KAT,2,0,1,1,,,ELECTRONIC ARTS,ELECTRONIC ARTS,ADVENTURE,GENERAL ADVENTURE,01-Feb-02,2002,2,T,NO,73.45000076,43.00,0.00,0.00,0,15,0,8,85079,3.65,95.26%,39.50,94848,3.83,No,Yes,Non violent
PITFALL THE LOST EXPEDITION,3,1,1,1,PITFALL,,ACTIVISION,EDGE OF REALITY,ADVENTURE,GENERAL ADVENTURE,01-Feb-04,2004,2,E,NO,72.90000153,27.00,0.00,0.00,0,10,0,46,151115,4.10,95.37%,26.33,162854,4.29,No,No,Non violent
PK: OUT OF THE SHADOWS,2,1,0,1,,MICKEY & FRIENDS,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-02,2002,10,E,NO,52.85000038,29.50,0.00,0.00,0,30,0,10,53494,0.95,72.33%,16.00,81924,1.31,No,Yes,Violent
POKEMON CHANNEL,1,1,0,0,POKEMON,POKEMON,NINTENDO OF AMERICA,AMBRELLA,CHILDREN'S ,CHILDREN'S GAMES,01-Dec-03,2003,12,E,NO,54.40000153,30.00,0.00,0.00,0,6,0,5,166965,4.87,91.95%,29.00,182247,5.29,No,No,Non violent
POKEMON COLOSSEUM,1,1,0,0,POKEMON,POKEMON,NINTENDO OF AMERICA,GENIUS SONORITY,STRATEGY,OTHER STRATEGY,01-Mar-04,2004,3,E,NO,75.19999695,49.00,4.87,4.87,0,1,1,0,733908,35.74,88.99%,43.00,930735,40.16,No,No,Non violent
POLAR EXPRESS,2,1,0,1,,OTHER,THQ ,BLUE TONGUE ENTERTAINMENT,ADVENTURE,GENERAL ADVENTURE,01-Nov-04,2004,11,E,NO,46.44999886,28.50,0.00,0.00,0,5,0,31,85007,2.43,75.05%,25.50,127395,3.24,No,Yes,Non violent
POOL PARADISE,2,1,0,1,,,IGNITION ,AWESOME STUDIOS,SPORTS,BILLIARDS/POOL,01-Jun-04,2004,6,E,NO,75.04999924,19.00,0.00,0.00,0,1,0,2,13462,0.26,61.99%,17.50,23533,0.41,No,No,Non violent
PORTAL RUNNER,1,0,0,1,,,THE 3DO COMPANY,THE 3DO COMPANY,ACTION,GENERAL ACTION,01-Sep-01,2001,9,E,NO,56,29.00,0.00,0.00,0,14,0,0,39899,0.88,86.04%,20.00,50432,1.02,No,No,Violent
POWER PUFF GIRLS: RELISH RAMPAGE,2,1,0,1,POWERPUFF GIRLS,POWERPUFF GIRLS,BAM! ,VIS INTERACTIVE,CHILDREN'S ,CHILDREN'S GAMES,01-Nov-02,2002,11,E,NO,52.70000076,34.00,0.00,0.00,0,10,0,5,154453,3.44,79.16%,19.00,218337,4.35,No,No,Non violent
POWER RANGERS: DINO THUNDER,2,1,0,1,POWER RANGERS,POWER RANGERS,THQ ,PACIFIC COAST POWER AND LIGHT,ACTION,GENERAL ACTION,01-Sep-04,2004,9,E,NO,48.14999962,19.50,0.00,0.00,0,55,0,121,213877,4.18,63.52%,20.00,334981,6.58,No,Yes,Violent
POWERDROME,2,0,1,1,,,MUD DUCK PRODUCTIONS,ARGONAUT SOFTWARE,RACING,ACTION ORIENTED RACING,01-Jun-04,2004,6,T,NO,57.10000229,20.00,0.00,0.00,0,24,0,98,4009,0.08,47.46%,12.00,16227,0.17,No,No,Non violent
PREVIEW DISC,1,1,0,0,,,NINTENDO OF AMERICA,,OTHER GAMES,OTHER GAMES,01-May-03,2003,5,T,NO,,7.00,0.00,0.00,0,0,0,0,166522,1.18,95.27%,7.00,172710,1.24,No,No,Non violent
PRIDE FIGHTING CHAMP,1,0,0,1,,,THQ ,ANCHOR,FIGHTING,FIGHT/HEAD TO HEAD,01-Feb-03,2003,2,M,NO,73.69999695,42.00,0.00,0.00,0,8,0,17,103790,4.35,95.55%,39.00,116108,4.55,No,Yes,Violent
PRIMAL,1,0,0,1,,,SONY ,SCEE CAMBRIDGE STUDIOS,ACTION,GENERAL ACTION,01-Mar-03,2003,3,M,NO,76.09999847,34.00,0.00,0.00,0,31,0,50,86074,2.69,80.94%,22.00,150976,3.32,No,Yes,Violent
PRINCE OF PERSIA: THE SANDS OF T,3,1,1,1,PRINCE OF PERSIA,,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,GENERAL ACTION,01-Nov-03,2003,11,T,NO,92.23333232,49.00,0.00,0.00,0,84,0,92,1072112,43.00,90.13%,38.00,1289558,47.71,No,Yes,Violent
PRINCE OF PERSIA: WARRIOR WITHIN,3,1,1,1,PRINCE OF PERSIA,,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,GENERAL ACTION,01-Dec-04,2004,12,M,NO,83.93333435,48.67,43.00,43.00,0,76,3,179,527497,25.63,75.13%,46.67,731202,34.12,No,Yes,Violent
PRISONER OF WAR,1,0,1,0,,,CODEMASTERS,WIDE GAMES,ADVENTURE,GENERAL ADVENTURE,01-Aug-02,2002,8,T,NO,67.19999695,50.00,0.00,0.00,0,6,0,2,39949,1.92,91.62%,43.00,48608,2.10,No,No,Non violent
PRO CAST SPORTS FISH,1,0,1,0,,,CAPCOM USA,CAPCOM,SPORTS,FISHING,01-Aug-03,2003,8,E,NO,45.79999924,40.00,0.00,0.00,0,0,0,0,13383,0.51,86.85%,37.00,15834,0.58,No,No,Non violent
PRO FISHING CHALLENGE,1,0,1,0,,,ATLUS,OPUS,SPORTS,FISHING,01-Sep-04,2004,9,E,YES,65.5,31.00,0.00,0.00,0,1,0,1,7744,0.24,67.28%,29.00,12141,0.35,No,No,Non violent
PRO RACE DRIVER,2,0,1,1,PRO RACE DRIVER,PRO RACING ALL OTHER,CODEMASTERS,JUICE STUDIO,RACING,SPORTS ORIENTED RACING,01-Dec-02,2002,4,T,NO,81.70000076,43.50,0.00,0.00,0,19,0,19,80937,3.40,86.30%,30.50,127935,3.94,No,No,Non violent
PRO RALLY 2002,1,1,0,0,PRO RALLY,,UBISOFT,UBISOFT ENTERTAINMENT,RACING,SPORTS ORIENTED RACING,01-Oct-02,2002,10,E,NO,60.90000153,50.00,0.00,0.00,0,6,0,0,8897,0.22,84.51%,24.00,10970,0.26,No,Yes,Non violent
PROJECT EDEN,1,0,0,1,,,EIDOS INTERACTIVE ,CORE DESIGN,SHOOTER,SQUAD BASED COMBAT,01-Oct-01,2001,10,T,NO,75.19999695,43.00,0.00,0.00,0,0,0,0,24355,0.76,84.48%,25.00,35157,0.89,No,No,Violent
PROJECT GOTHAM 2,1,0,1,0,PROJECT GOTHAM RACING,,MICROSOFT ,BIZARRE CREATIONS,RACING,ACTION ORIENTED RACING,01-Nov-03,2003,11,E,YES,92.90000153,48.00,33.22,33.22,0,20,1,15,539963,19.82,88.41%,34.00,662388,22.42,No,No,Non violent
PROJECT GOTHAM RACING,1,0,1,0,PROJECT GOTHAM RACING,,MICROSOFT ,BIZARRE CREATIONS,RACING,ACTION ORIENTED RACING,01-Nov-01,2001,11,E,NO,86.69999695,49.00,0.00,0.00,0,3,0,0,704766,33.22,76.35%,36.00,1213967,43.51,No,No,Non violent
PRYZM: DARK UNICORN,1,0,0,1,,,TAKE 2 INTERACTIVE ,DIGITAL ILLUSIONS,ACTION,GENERAL ACTION,01-Jun-02,2002,6,T,NO,52.09999847,18.00,0.00,0.00,0,34,0,15,28020,0.44,72.25%,13.00,47367,0.61,No,No,Violent
PSI OPS: THE MINDGATE CONSPIRACY,2,0,1,1,,,MIDWAY,MIDWAY HOME ENTERTAINMENT,ACTION,STEALTH ACTION,01-Jun-04,2004,6,M,NO,84.34999847,36.00,0.00,0.00,0,15,0,13,168118,6.07,90.59%,33.50,203312,6.70,No,No,Violent
PULSE RACER,1,0,1,0,,,JALECO,JALECO ENTERTAINMENT,RACING,ACTION ORIENTED RACING,01-Dec-02,2002,12,E,NO,29.39999962,,0.00,0.00,0,10,0,4,6050,0.06,65.41%,9.00,10037,0.09,No,No,Non violent
PURE EVIL 2 PACK,1,1,0,0,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,,ADVENTURE,SURVIVAL HORROR,01-Dec-04,2004,12,M,NO,,,1.67,38.70,0,0,5,5,0,0.00,0.00%,30.00,18006,0.54,No,No,Non violent
PURE PINBALL,1,0,1,0,,,XS GAMES,IRIDON INTERACTIVE,ARCADE,PINBALL,01-Aug-04,2004,8,E,NO,68,20.00,0.00,0.00,0,1,0,0,11204,0.22,68.24%,18.00,17437,0.32,No,No,Non violent
PUYO POP FEVER,1,1,0,0,PUYO POP,,SEGA OF AMERICA,SONIC TEAM,FAMILY ,PUZZLE GAMES,01-Jul-04,2004,7,E,NO,70.30000305,29.00,0.00,0.00,0,0,0,6,3856,0.11,66.68%,28.00,5859,0.17,No,No,Non violent
Q-BALL,1,0,0,1,,,TAKE 2 INTERACTIVE ,ASK COMPANY,SPORTS,BILLIARDS/POOL,01-Oct-00,2000,10,E,NO,65.80000305,44.00,0.00,0.00,0,1,0,0,64751,1.33,64.65%,19.00,107678,2.06,No,No,Non violent
QUAKE III: REVOLUTION,1,0,0,1,QUAKE,,ELECTRONIC ARTS,BULLFROG PRODUCTIONS,SHOOTER,1ST PERSON SHOOTER,01-Mar-01,2001,3,M,NO,83.30000305,45.00,0.00,0.00,0,6,0,3,76010,3.38,93.48%,43.00,84731,3.62,No,Yes,Violent
QUANTUM REDSHIFT,1,0,1,0,,,MICROSOFT ,CURLY MONSTERS,RACING,COMBAT ORIENTED RACING,01-Sep-02,2002,9,T,NO,75,36.00,0.00,0.00,0,4,0,3,47304,1.22,80.68%,22.00,68963,1.51,No,No,Non violent
R: RACING EVOLUTION,3,1,1,1,,OTHER,NAMCO,NAMCO,RACING,ACTION ORIENTED RACING,01-Dec-03,2003,12,T,NO,68.83333333,50.00,0.00,0.00,0,54,0,67,149975,3.45,88.99%,21.33,185937,3.88,No,No,Non violent
RALLISPORT CHALLENGE,1,0,1,0,RALLISPORT CHALLENGE,,MICROSOFT ,DIGITAL ILLUSIONS,RACING,ACTION ORIENTED RACING,01-Mar-02,2002,3,E,NO,87.30000305,44.00,0.00,0.00,0,10,0,4,186980,7.48,78.77%,31.00,306073,9.49,No,No,Non violent
RALLISPORT CHALLENGE2,1,0,1,0,RALLISPORT CHALLENGE,,MICROSOFT ,DIGITAL ILLUSIONS,RACING,ACTION ORIENTED RACING,01-May-04,2004,5,E,YES,88.59999847,35.00,7.48,7.48,0,14,1,36,118993,4.14,90.44%,32.00,141091,4.58,No,No,Non violent
RALLY CHAMPIONSHIP,1,1,0,0,,PRO RACING ALL OTHER,ENCORE,SCI,RACING,SPORTS ORIENTED RACING,01-Jul-03,2003,7,E,NO,63.20000076,17.00,0.00,0.00,0,2,0,7,7182,0.12,89.61%,17.00,8007,0.14,No,No,Non violent
RALLY FUSION,2,0,1,1,,,ACTIVISION,CLIMAX GROUP,RACING,SPORTS ORIENTED RACING,01-Nov-02,2002,11,E,NO,74,41.50,0.00,0.00,0,17,0,14,64040,1.76,88.63%,25.50,78720,1.98,No,No,Non violent
RAPALA PRO FISHING,2,0,1,1,,,ACTIVISION,FUN LABS,SPORTS,FISHING,01-Aug-04,2004,8,E,NO,65.40000153,29.00,0.00,0.00,0,1,0,8,121791,3.51,70.05%,25.50,196127,5.00,No,No,Non violent
RATCHET & CLANK,1,0,0,1,RATCHET AND CLANK,,SONY ,INSOMNIAC GAMES,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-02,2002,11,T,NO,89.09999847,40.00,0.00,0.00,0,14,0,10,701114,22.38,73.86%,28.00,1097355,30.29,No,Yes,Violent
RATCHET & CLANK: UP,1,0,0,1,RATCHET AND CLANK,,SONY ,INSOMNIAC GAMES,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-04,2004,11,T,YES,91.80000305,39.00,27.17,49.54,0,25,2,42,523497,20.58,75.80%,39.00,692087,27.16,No,Yes,Violent
RATCHET & CLANK:GOING,1,0,0,1,RATCHET AND CLANK,,SONY ,INSOMNIAC GAMES,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-03,2003,11,T,NO,91.40000153,40.00,22.38,22.38,0,16,1,25,814984,27.17,85.65%,31.00,1035484,31.72,No,Yes,Violent
RAYMAN 2,1,0,0,1,RAYMAN,,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,PLATFORM/SCROLLING CHARACTER,01-Jan-01,2001,1,E,NO,84.30000305,47.00,0.00,0.00,0,8,0,1,77784,3.61,81.82%,38.00,116856,4.41,No,Yes,Violent
RAYMAN 3: HOODLUM HAVOC,3,1,1,1,RAYMAN,,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,PLATFORM/SCROLLING CHARACTER,01-Mar-03,2003,3,E,NO,78.66666667,28.67,4.01,7.61,0,42,4,54,175330,4.90,92.82%,27.33,197684,5.28,No,Yes,Violent
RAYMAN ARENA,3,1,1,1,RAYMAN,,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,PLATFORM/SCROLLING CHARACTER,01-Sep-02,2002,9,E,NO,59.76666641,22.00,3.61,3.61,0,39,1,12,244651,4.01,73.28%,16.33,355879,5.47,No,Yes,Violent
RC REVENGE PRO,1,0,0,1,,,ACCLAIM  ,ACCLAIM STUDIOS,RACING,ACTION ORIENTED RACING,01-Jan-01,2001,1,E,NO,51.70000076,30.00,0.00,0.00,0,23,0,4,41547,1.23,73.82%,26.00,64478,1.66,No,No,Non violent
READY 2 RUMBLE BOXING 2,1,0,0,1,READY 2 RUMBLE,,MIDWAY,MIDWAY HOME ENTERTAINMENT,SPORTS,BOXING,01-Oct-00,2000,10,T,NO,77.69999695,49.00,0.00,0.00,0,0,0,0,138677,6.54,66.43%,31.00,317212,9.85,No,No,Non violent
REAL POOL,1,0,0,1,REAL POOL,,ATARI,TAKARA,SPORTS,BILLIARDS/POOL,01-Nov-00,2000,11,E,NO,60.29999924,40.00,0.00,0.00,0,1,0,0,72169,1.93,70.57%,24.00,112111,2.74,No,No,Non violent
RED DEAD REVOLVER,2,0,1,1,,,TAKE 2 INTERACTIVE ,ROCKSTAR GAMES,SHOOTER,OTHER SHOOTER,01-May-04,2004,5,M,NO,74.35000229,44.00,0.00,0.00,0,6,0,18,594363,25.85,86.92%,37.50,789577,29.74,No,No,Violent
RED FACTION,1,0,0,1,RED FACTION,,THQ ,VOLITION,SHOOTER,1ST PERSON SHOOTER,01-May-01,2001,5,M,NO,86.90000153,51.00,0.00,0.00,0,6,0,3,385911,16.74,79.63%,35.00,602251,21.02,No,Yes,Violent
RED FACTION II,3,1,1,1,RED FACTION,,THQ ,OUTRAGE GAMES,SHOOTER,1ST PERSON SHOOTER,01-Oct-02,2002,3,M,NO,80.10000102,45.67,16.74,16.74,0,20,1,26,356167,15.45,93.37%,37.67,404420,16.55,No,Yes,Violent
REDCARD SOCCER 20-03,3,1,1,1,,WCS (WORLD CUP SOCCER),MIDWAY,MIDWAY HOME ENTERTAINMENT,SPORTS,SOCCER,01-Apr-02,2002,4,E,NO,70.86666616,41.00,0.00,0.00,0,14,0,5,55321,2.26,92.75%,39.00,62128,2.44,No,No,Non violent
REEL FISHING III,1,0,0,1,REEL FISHING,,NATSUME,NATSUME,SPORTS,FISHING,01-Sep-03,2003,9,E,NO,53.29999924,17.00,0.00,0.00,0,2,0,4,118827,1.89,86.23%,15.00,143139,2.19,No,No,Non violent
REIGN OF FIRE,3,1,1,1,,OTHER,BAM! ,BAM! STUDIOS,ACTION,GENERAL ACTION,01-Oct-02,2002,10,M,NO,59.03333282,36.00,0.00,0.00,0,69,0,20,180977,4.72,85.97%,23.67,230322,5.49,No,No,Violent
RESIDENT EVIL,1,1,0,0,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,01-Apr-02,2002,4,M,NO,89.90000153,46.00,0.00,0.00,1,1,0,0,428997,19.58,91.81%,41.00,518586,21.32,No,No,Non violent
RESIDENT EVIL 2,1,1,0,0,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,01-Jan-03,2003,1,M,NO,61.90000153,39.00,19.58,34.51,2,2,2,2,33726,1.32,95.03%,39.00,36016,1.39,No,No,Non violent
RESIDENT EVIL 3: NEMESIS,1,1,0,0,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,01-Jan-03,2003,1,M,NO,63,37.00,19.58,34.51,2,2,2,2,44642,1.67,92.93%,37.00,48975,1.79,No,No,Non violent
RESIDENT EVIL CODE VERONICA: X,2,1,0,1,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,01-Aug-01,2001,8,M,NO,72.39999962,45.00,19.58,34.51,2,6,2,2,570216,20.77,74.55%,33.00,925169,27.86,No,No,Non violent
RESIDENT EVIL ZERO,1,1,0,0,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,01-Nov-02,2002,11,M,NO,82.80000305,49.00,0.00,0.00,1,1,0,0,359887,14.93,89.67%,37.00,444983,16.65,No,No,Non violent
RESIDENT EVIL: AIM,1,0,0,1,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,SHOOTER,OTHER SHOOTER,01-Jun-03,2003,6,M,NO,66.40000153,38.00,19.57,19.57,0,3,1,11,127812,4.78,93.91%,37.00,139546,5.09,No,No,Violent
RESIDENT EVIL: OUTBRK,1,0,0,1,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,01-Mar-04,2004,3,M,YES,69.59999847,47.00,4.78,24.35,0,8,2,15,375044,17.73,95.49%,46.00,404693,18.56,No,No,Non violent
REZ,1,0,0,1,,,SEGA OF AMERICA,UNITED GAME ARTISTS,ACTION,GENERAL ACTION,01-Jan-02,2002,1,E,NO,81.69999695,47.00,0.00,0.00,0,34,0,15,16899,0.79,83.63%,45.00,21074,0.95,No,No,Violent
RIBBIT KING,2,1,0,1,,,BANDAI ,BANDAI,CHILDREN'S ,CHILDREN'S GAMES,01-Jun-04,2004,6,E,NO,64.09999847,15.00,0.00,0.00,0,4,0,22,49044,0.74,80.51%,14.00,65308,0.91,No,No,Non violent
RIDGE RACER TYPE V,1,0,0,1,RIDGE RACER,,NAMCO,NAMCO,RACING,ACTION ORIENTED RACING,01-Oct-00,2000,10,E,NO,79.5,48.00,0.00,0.00,0,3,0,0,140445,6.76,81.97%,43.00,192775,8.25,No,No,Non violent
RING OF RED,1,0,0,1,,,KONAMI DIGITAL ENT.,KCE STUDIOS,STRATEGY,REAL-TIME STRATEGY,01-Mar-01,2001,3,T,NO,77.19999695,51.00,0.00,0.00,0,0,0,0,38133,1.93,91.54%,48.00,43915,2.11,No,No,Non violent
RISK: GLOBAL DOMINATN,1,0,0,1,RISK,RISK,ATARI,CYBERLORE STUDIOS,FAMILY ,TRADITIONAL BOARD GAMES,01-Nov-03,2003,11,T,YES,64.80000305,30.00,0.00,0.00,0,1,0,1,125504,3.31,87.04%,26.00,148046,3.80,No,No,Non violent
